"lex_1";"lex_2";"w1w2";"w1";"w2";"freq1";"freq2";"joint";"dice";"loglikelihood";"mi3";"tscore";"agr"
"статус";"первый";"570";"106678";"1441209";"106678";"1441209";"570";"6.786382208337193";"501.76337508613926";"13.800216742374534";"15.998247465649161";"14.858643360822095"
"статус";"специальный";"569";"106678";"198209";"106678";"198209";"569";"8.409331119549051";"2435.661039870488";"15.778864556375133";"22.76952723595759";"18.954611213867445"
"статус";"вернуть";"568";"106678";"88916";"106678";"88916";"568";"8.85147223801535";"3313.74762663611";"16.57521743587398";"23.345956403172387";"19.67140827777759"
"статус";"объект";"563";"106678";"220967";"106678";"220967";"563";"8.326740824534605";"2281.8955786119886";"15.638370798857006";"22.512518734542663";"18.763238408840657"
"статус";"каспий";"561";"106678";"6461";"106678";"6461";"561";"9.386495655831592";"6226.212859460414";"19.15992389553125";"23.649846110719523";"21.286832822719585"
"статус";"проблема";"558";"106678";"576910";"106678";"576910";"558";"7.582395466996978";"1272.733773882108";"14.651935895543817";"20.435401338907567";"17.303704528724015"
"статус";"переговоры";"553";"106678";"276983";"106678";"276983";"553";"8.150990552920867";"1986.8649583347787";"15.358663155643338";"21.979106672227438";"18.37306985347561"
"статус";"адвокат";"552";"106678";"146690";"106678";"146690";"552";"8.5640969704994";"2650.2810927055775";"15.988867905870803";"22.68003113230255";"19.04279448703427"
"статус";"соглашение";"549";"106678";"234549";"106678";"234549";"549";"8.260942398127002";"2136.781474372903";"15.503176086785668";"22.124617133169416";"18.5203087249711"
"статус";"без";"549";"106678";"610043";"106678";"610043";"549";"7.518803699553984";"1183.9903460305366";"14.547311161581575";"20.03360549119967";"17.071470140818302"
"статус";"автономный";"545";"106678";"37264";"106678";"37264";"545";"9.116767255579585";"4074.3733276650796";"17.320874954386937";"23.136963082032388";"20.018802271068818"
"статус";"из-за";"543";"106678";"487750";"106678";"487750";"543";"7.694901622891956";"1372.134974832372";"14.738070263837775";"20.571264280307272";"17.412085985864667"
